HRR,HRR.Name,Provider.ID,Hospital.Name,City,State,System,Number.of.deaths.among.chronically.ill.patients.assigned.to.hospital,Percent.of.enrollees.medical.inpatient.days.at.hospital.to.which.they.were.assigned,Hospital.Care.Intensity.Index.during.the.Last.Two.Years.of.Life,Total.Medicare.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Inpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Outpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,SNF.Long.Term.Care.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Home.Health.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Hospice.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Ambulance.spending.per.Decedent.during.the.last.two.years.of.life,Reimbursements.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,Other.spending.per.Decedent.during.the.last.two.years.of.life,Part.B.Spending.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Evaluation...Management.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Procedures.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Imaging.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Tests.per.Decedent.during.the.Last.Two.Years.of.Life,Other.Part.B.spending.per.Decedent.during.the.last.two.years.of.life,Hospital.reimbursements.per.Decedent.during.the.last.two.years.of.life,Inpatient.Days.per.Decedent.during.the.Last.Two.Years.of.Life,Reimbursements.per.patient.day..calculated.,Hospital.Reimbursements..Ratio.to.US.Average..calculated.,Hospital.Days..Ratio.to.US.Average..calculated.,Reimbursements.per.Day..Ratio.to.US.Average..calculated.,Payments.for.physician.visits.per.Decedent.during.the.last.two.years.of.life,Physician.Visits.per.Decedent.during.the.Last.Two.Years.of.Life,Payments.per.physician.visit..calculated.,Physician.visit.payments..Ratio.to.US.Average..calculated.,Physician.visits..Ratio.to.US.Average..calculated.,Payments.per.visit..Ratio.to.US.Average..calculated.,Hospital.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Total.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,High.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Intermediate.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Medical...Surgical.Unit.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,SNF.Bed.Inputs.per.1.000.Dededents.during.the.Last.Two.Years.of.Life,FTE.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Medical.Specialist.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Primary.Care.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Standardized.FTE.physician.labor..Ratio.MS.PC..calculated.,RNs.Required.Under.Proposed.Federal.Standards.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Inpatient.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Total.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,High.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Intermediate.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Medical...Surgical.Unit.Days.per.Decedent.during.the.Last.Six.Months.of.Life,SNF.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Medical.Specialist.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Primary.Care.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.visits.per.decedent.last.6.months..Ratio.MS.PC..calculated.,Home.Health.Agency.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Deaths.Occurring.In.Hospital,Percent.of.Deaths.Associated.With.ICU.Admission,Percent.of.Decedents.Enrolled.In.Hospice.during.the.Last.Six.Months.of.Life,Hospice.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Decedents.Seeing.10.or.More.Different.Physicians.during.the.Last.Six.Months.of.Life,Number.of.Different.Physicians.Seen.per.Decedent.during.the.Last.Six.Months.of.Life,Average.Co.Payments.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Physician.Services.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,hospital_name.x,city.x,hospital_name.y,city.y,longitude,latitude,address,website,tele
451,WI- MILWAUKEE,520088,Agnesian Healthcare,Fond Du Lac,WI,SSM Health,191,93.8,0.5,68013,29724,16790,10350,1742,7037,1002,713,655,11240,3677,1994,708,745,4117,27414,12.7,2161,0.7,0.7,1,3677,34.5,107,0.5,0.5,1,34.8,4,2.6,1.4,30.7,66.2,15.9,6.7,4.4,1.5,28.4,7.4,0.9,0.5,0.3,6.5,10.1,14.7,4.9,3.4,1.5,3,23.5,11.2,63.9,30.3,50.9,10.7,3395,3158,237,agnesian healthcare,fond du lac,NA,NA,NA,NA,NA,NA,NA
23,CA- ORANGE CO.,50226,Ahmc Anaheim Regional Med Center,Anaheim,CA,"AHMC & Healthcare, Inc.",159,84.3,2,142087,65629,18554,39456,6973,7424,1984,1331,736,28575,14924,5193,1672,1048,5738,53681,22.5,2381,1.4,1.2,1.1,14924,141.4,106,2.1,2.1,1,61.8,52.5,9.6,42.9,9.2,112.1,65.9,35,20.5,1.7,64.3,12.1,10.6,2.3,8.2,1.6,17.2,77.1,49.7,21.3,2.3,9.1,23.9,23.1,44.7,22.5,63.7,14.9,8339,7944,395,ahmc anaheim regional med center,anaheim,ahmc anaheim regional medical center,anaheim,-117.934447694,33.8481537930001,1111 WEST LA PALMA AVENUE,http://www.anaheimregionalmc.com,NOT AVAILABLE
145,GA- AUGUSTA,420082,Aiken Regional Medical Centers,Aiken,SC,"Universal Health Services, Inc.",333,92.8,0.8,73826,29291,15013,12414,4412,7733,3191,827,945,15606,5455,3345,878,842,5086,25749,16.2,1593,0.7,0.9,0.8,5565,57.6,97,0.8,0.9,0.9,44.3,28.2,6.7,21.4,16.1,50.3,25,8.8,10.7,0.8,43.6,9.2,6.4,1.4,5,2.7,7.8,25.6,7.1,12.9,0.5,8.3,24.1,20,57.4,29.6,52,11.4,4469,4222,248,aiken regional medical centers,aiken,aiken regional medical center,aiken,-81.761802981,33.571197892,302 UNIVERSITY PKWY,http://www.aikenregional.com,(803) 641-5600
325,OH- AKRON,360027,Akron General Medical Center,Akron,OH,Cleveland Clinic Health System,448,92.1,1.1,85193,38654,17173,14980,5016,5715,1747,1061,847,13822,7591,1856,799,687,2889,33435,19.8,1690,0.9,1.1,0.8,7596,72.9,104,1.1,1.1,1,54.2,10.4,8.3,2.1,43.8,60,33.6,17.6,10.5,1.7,47.4,11,2.4,2.2,0.2,8.6,9.4,36.9,19.3,10.4,1.9,11.4,22.4,16.4,60.5,23,74.4,19.5,4251,3941,310,akron general medical center,akron,akron general medical center,akron,-81.5313967719999,41.0781231720001,1 AKRON GENERAL AVENUE,http://www.akrongeneral.org,(330) 344-6000
312,NC- DURHAM,340070,Alamance Regional Medical Center,Burlington,NC,Cone Health,279,93.2,0.6,67570,29524,16161,7023,4432,7158,1478,569,1225,11419,5553,2042,717,1074,2033,26493,11.2,2358,0.7,0.6,1.1,5564,44.7,124,0.8,0.7,1.2,30.8,5.8,3.9,1.9,25,40.1,21.5,9.2,7.5,1.2,26.5,6.9,1.3,1,0.3,5.6,7.1,21.3,8.4,4.5,1.9,10.1,26.8,14.7,53.8,27.5,70.2,13.8,3310,3124,186,alamance regional medical center,burlington,alamance regional medical center,burlington,-79.5022435669999,36.0612038880001,1240 HUFFMAN MILL ROAD,http://www.armc.com,(336) 538-7450
65,CA- ALAMEDA CO.,50211,Alameda Hospital,Alameda,CA,Alameda Health System,104,83.6,1.1,139896,64062,19215,37517,6835,7948,2779,1022,517,17956,9076,2447,1155,664,4614,58847,22.4,2628,1.6,1.2,1.3,9155,62.4,147,1.3,0.9,1.4,61.4,27.5,8.5,19.1,33.8,116.5,35.9,10.9,19.5,0.6,57.1,12.8,5.5,1.8,3.7,7.2,23.3,28,9,16.5,0.5,8.4,19,17.3,44.5,18.6,78.7,15,4880,4577,303,alameda hospital,alameda,alameda hospital,alameda,-122.254213591,37.7627943590001,2070 CLINTON,http://www.alamedahospital.org,NOT AVAILABLE
10,AK- ANCHORAGE,20026,Alaska Native Medical Center,Anchorage,AK,,103,88.2,1,86597,61334,14804,NA,787,3806,4235,357,577,12202,4464,2076,901,192,4569,58180,23.5,2475,1.5,1.3,1.2,4525,45.5,100,0.6,0.7,0.9,64.4,NA,NA,NA,NA,NA,16.9,7,7.1,1,NA,13.2,-99999,NA,NA,NA,-99999,20.4,7.4,9.7,0.8,-99999,44.5,-99999,18.5,12.5,54.2,11.5,4379,4258,121,alaska native medical center,anchorage,alaska native medical center  anmc,anchorage,-149.800292629,61.182950347,4315 DIPLOMACY DRIVE,www.anmc.org,(907) 729-3971
10,AK- ANCHORAGE,20017,Alaska Regional Hospital,Anchorage,AK,HCA Healthcare,151,89.6,1.1,87336,47713,20575,9017,2880,3079,1459,1232,1382,20606,6477,4988,2170,921,6050,42953,22.9,1872,1.1,1.3,0.9,6600,59.7,111,0.9,0.9,1,62.9,17.1,3.8,13.3,45.7,22.3,19.9,11,4.3,2.5,53.3,14.2,3.5,0.8,2.7,10.7,4.6,29.6,10,4.9,2.1,5.2,39.5,21.4,31.8,11.9,54.8,12,6349,5999,351,alaska regional hospital,anchorage,alaska regional hospital,anchorage,-149.82898817,61.2107391420001,2801 DEBARR ROAD,http://www.alaskaregional.com/,(907) 276-1131
295,NY- ALBANY,330013,Albany Medical Center,Albany,NY,,451,84.5,1.1,85617,46398,19822,10594,2472,2513,1694,1591,534,19865,6175,3752,1421,905,7611,41907,23.7,1770,1.1,1.3,0.9,6226,60.7,103,0.9,0.9,1,64.9,8.3,7.7,0.6,56.6,65.7,32.8,13.9,11.7,1.2,54.6,14,2.2,2.1,0.1,11.8,12.4,29,13.2,12.1,1.1,4.8,37,19.3,37.1,12.4,72.9,17.7,6388,5934,454,albany medical center,albany,albany medical center,albany,-73.7766574569999,42.653408058,43 NEW SCOTLAND AVE,http://www.amc.edu,(518) 262-3474
56,CA- LOS ANGELES,50281,Alhambra Hospital Medical Center,Alhambra,CA,"AHMC & Healthcare, Inc.",100,79.2,2.7,138485,63154,16052,43761,5127,5819,1973,1976,624,27890,15374,6850,1766,943,2956,50177,26.9,1863,1.3,1.5,0.9,15388,181.3,85,2.2,2.7,0.8,73.8,59.6,14.3,45.3,14.2,131.5,76.7,41.5,22.4,1.8,77.4,16.3,14.3,4.2,10.1,2,20.8,105.6,69.2,28,2.5,6,44.4,45.1,25.6,12.8,80.3,17.3,10231,9641,590,alhambra hospital medical center,alhambra,alhambra hospital,alhambra,-118.144034807,34.090215872,100 SOUTH RAYMOND AVENUE,http://www.alhambrahospital.com,NOT AVAILABLE
357,PA- PITTSBURGH,390050,Allegheny General Hospital,Pittsburgh,PA,Allegheny Health Network,253,83,1.1,85945,42275,16815,13660,5037,4677,1463,1491,527,12589,6536,2350,1089,623,1991,37039,16.9,2186,1,0.9,1.1,6571,68.5,96,0.9,1,0.9,46.4,13.2,11,2.2,33.2,51.4,33,16.8,9.7,1.7,43.6,10.8,3.2,2.8,0.4,7.6,10.1,35.8,19.7,9.3,2.1,11.6,21.6,16.8,57.5,21.4,74.8,17.4,4324,3880,444,allegheny general hospital,pittsburgh,allegheny general hospital,pittsburgh,-80.0034019989999,40.4570630010001,320 EAST NORTH AVENUE,http://www.wpahs.org/locations/allegheny-general-hospital,(412) 359-3131
357,PA- PITTSBURGH,390032,Allegheny Valley Hospital,Natrona,PA,Allegheny Health Network,91,84.3,1.3,90626,33559,16743,24269,6668,6313,1906,709,451,14977,9002,1861,813,441,2860,26859,16.6,1622,0.7,0.9,0.8,9026,91.8,98,1.3,1.4,0.9,45.4,25.2,11.3,13.9,20.2,55.3,39,18.3,13.9,1.3,46,9,4.8,1.9,2.9,4.2,10.7,45,22.8,15,1.5,14.5,16.9,14.9,64.3,21.1,75.5,18.1,4106,3891,215,allegheny valley hospital,natrona,allegheny valley hospital,natrona heights,-79.736751349,40.6182848180001,1301 CARLISLE STREET,http://www.wpahs.org/locations/allegheny-valley-hospital,(724) 224-5100
391,TX- DALLAS,370014,Alliancehealth Durant,Durant,OK,"Community Health Systems, Inc.",160,84.5,1,87934,39192,13154,14000,12782,4418,2495,1402,490,13514,5744,2108,1107,689,3866,35064,19.2,1830,0.9,1.1,0.9,5998,62.7,96,0.8,0.9,0.9,52.5,17.6,8.2,9.4,34.9,59.2,28.3,10.3,13.4,0.8,47.9,10.8,4,2,2.1,6.8,8,28.5,12.2,13.9,0.9,30,25.4,21.1,46.4,21.2,44,9.6,4187,3754,433,alliancehealth durant,durant,alliancehealth durant,durant,-96.3934279169999,34.007151917,1800 UNIVERSITY BOULEVARD,http://myalliancehealth.com/,(580) 924-3080
339,OK- OKLAHOMA CITY,370094,Alliancehealth Midwest,Midwest City,OK,"Community Health Systems, Inc.",197,83.4,0.9,83033,36282,14488,16625,5539,7238,1212,992,658,12047,6346,2105,825,716,2055,32006,15.7,2036,0.9,0.9,1,6480,60.7,107,0.9,0.9,1,43.1,33.4,10.7,22.8,9.6,72.3,28.5,11.7,12.2,1,46,9.1,7.5,2.7,4.7,1.6,11,30.4,14.8,11.7,1.3,12.2,24,22.7,61.6,29.9,58.5,12.8,3809,3489,320,alliancehealth midwest,midwest city,alliancehealth midwest,midwest city,-97.39394091,35.4667441780001,2825 PARKLAWN DRIVE,http://myalliancehealth.com/,(405) 610-8585
339,OK- OKLAHOMA CITY,370006,Alliancehealth Ponca City,Ponca City,OK,"Community Health Systems, Inc.",133,88.7,0.6,71228,30068,14345,11144,4752,6972,2067,1285,596,13046,4066,2727,776,860,4617,27552,12.9,2137,0.7,0.7,1,4102,43.5,94,0.6,0.7,0.9,35.3,13.1,9.1,4,22.2,57.3,20.8,6.6,9.5,0.7,34.3,8.1,3.4,2.4,1,4.8,10.2,19.3,6.2,10.4,0.6,10.2,26,15.9,62.2,31.3,34.1,9,3792,3399,394,alliancehealth ponca city,ponca city,alliancehealth ponca city,ponca city,-97.068356835,36.724659091,1900 NORTH 14TH STREET,http://myalliancehealth.com/,(580) 765-3301
65,CA- ALAMEDA CO.,50305,Alta Bates Summit Med Ctr-Berkeley,Berkeley,CA,Sutter Health,195,85.8,0.9,119395,51432,24368,23274,6790,10187,1774,787,783,17192,7142,2810,1364,922,4954,46865,15.2,3090,1.2,0.8,1.5,7496,64.7,116,1.1,1,1.1,41.6,15.3,5.4,9.9,26.3,67.9,29.4,14.4,10,1.4,37.7,8.5,3.3,1.4,2,5.2,13.6,29.1,13.9,9.1,1.5,9.2,30.1,17.3,47.3,28.7,60.3,13.8,5041,4805,237,alta bates summit med ctrberkeley,berkeley,alta bates summit med ctrherrick campus,berkeley,-122.268577616,37.8644118560001,2001 DWIGHT WAY,http://www.altabatessummit.com,NOT AVAILABLE
65,CA- ALAMEDA CO.,50043,Alta Bates Summit-Summit Campus,Oakland,CA,Sutter Health,438,86.1,1,129072,63552,22667,24693,6282,7524,2015,1547,792,19784,7783,3541,1680,954,5826,58286,18.3,3193,1.6,1,1.5,7912,65.3,121,1.1,1,1.1,50,20.5,5.1,15.3,29.6,77.3,31.5,16,10.5,1.5,45.2,10.8,4.9,1.4,3.6,5.9,14.3,32.5,15.7,9.8,1.6,8.6,29.4,20.7,47,23,67.7,15.9,6282,5831,450,alta bates summitsummit campus,oakland,alta bates summit med ctrsummit campussummit,oakland,-122.26400415,37.8201396110001,3100 SUMMIT STREET,http://www.altabatessummit.com,NOT AVAILABLE
273,MO- ST LOUIS,140002,Alton Memorial Hospital,Alton,IL,BJC HealthCare,254,85.8,0.8,77031,34323,18878,12654,2848,5795,692,1410,432,12879,5685,2404,807,702,3281,30628,16.2,1888,0.8,0.9,0.9,5864,51.7,114,0.8,0.8,1.1,44.4,18.2,5.9,12.3,26.3,69.9,23.6,10.5,8.3,1.3,40.8,9.6,4.1,1.6,2.5,5.5,10.9,24.4,10.6,8.1,1.3,5,20,12.5,63.4,26.6,57.3,12.8,4249,3805,445,alton memorial hospital,alton,alton memorial hospital,alton,-90.159149644,38.8995843230001,ONE MEMORIAL DRIVE,http://www.altonmemorialhospital.org,(618) 463-7300
323,ND- GRAND FORKS,350019,Altru Health System,Grand Forks,ND,,311,93.1,0.8,79150,38868,27286,6706,906,2812,952,1140,479,15931,5230,2164,941,477,7120,35186,16.6,2124,0.9,0.9,1,5510,53.1,104,0.8,0.8,1,45.4,8.1,4.4,3.8,37.2,40.3,26.1,12.1,9.3,1.3,38.3,9.1,2.3,1.2,1.2,6.8,5.6,24,10.3,8.4,1.2,1.5,29,20.6,43.6,16.5,52.5,11.4,5058,4707,351,altru health system,grand forks,altru specialty hospital,grand forks,-97.04744399,47.876960814,4500 S WASHINGTON ST,http://www.altru.org/find-a-location/location-profile/?id=58,(701) 780-1500
80,CA- SAN DIEGO,50757,Alvarado Hospital Med Ctr,San Diego,CA,Prime Healthcare Services,106,81.8,1.4,123398,59062,11225,36077,4997,7848,2593,1015,582,19580,10456,3644,1162,659,3658,51249,19,2691,1.4,1.1,1.3,10466,89,118,1.5,1.3,1.1,52.2,24.7,10.5,14.2,27.5,105.1,46.6,21.8,16.5,1.3,50.5,11.2,5.3,2.6,2.6,5.9,15,48.5,27.7,17.5,1.6,8.6,23.7,17.1,59.7,29.6,53.7,12.6,6102,5781,320,alvarado hospital med ctr,san diego,alvarado hospital medical center,san diego,-117.057064596,32.7765863870001,6655 ALVARADO ROAD,http://www.alvaradohospital.com,NOT AVAILABLE
422,UT- PROVO,460023,American Fork Hospital,American Fork,UT,"Intermountain Healthcare, Inc.",95,84.8,0.4,76443,24757,19398,12118,8123,9617,662,1070,698,15853,4324,2384,691,824,7629,22709,8.6,2635,0.6,0.5,1.3,4337,37.4,116,0.6,0.6,1.1,23.6,8,5.5,2.5,15.6,51.9,18.1,8.5,5.7,1.5,22.4,4.8,1.8,1.4,0.4,3,10.3,14.2,5.3,4.3,1.2,22.9,-99999,-99999,70.7,34.1,52.2,10.9,4497,4201,296,american fork hospital,american fork,american fork hospital,american fork,-111.766599199,40.380291012,170 NORTH 1100 EAST,http://www.intermountainhealthcare.org,(801) 855-3300
166,IL- MELROSE PARK,140258,Amita Alexian Brothers Med Ctr,Elk Grove Village,IL,Ascension Healthcare,505,90.4,1.5,107269,44013,22047,25176,6224,5985,1510,1540,771,23966,11009,3470,1079,1018,7390,36222,21.9,1655,1,1.2,0.8,11011,100.3,110,1.5,1.5,1,60,17.3,6.2,11.1,42.7,81.6,46.1,24.7,14.6,1.7,52.4,12.4,3,1.5,1.5,9.4,16.4,51.1,27.7,15.1,1.8,10.3,17.7,14.2,63.7,18.4,76,20.6,7039,6602,437,amita alexian brothers med ctr,elk grove village,alexian brothers medical center,elk grove village,-88.0168922779999,42.0046568230001,800 W BIESTERFIELD RD,http://www.alexian.org,(847) 437-5500
134,FL- PENSACOLA,10036,Andalusia Health,Andalusia,AL,LifePoint Health,122,82.4,0.8,63655,27414,12509,8354,5611,5494,2801,868,603,12585,4915,2547,1006,967,3150,24128,15.9,1518,0.6,0.9,0.7,5130,52.6,98,0.7,0.8,0.9,43.6,12.9,11.9,1,30.7,56.5,25,8.3,11.8,0.7,41.8,9.2,3.2,3,0.2,6,9.3,23.2,7.8,12.2,0.6,14,22.9,19.3,57.4,29.6,47.8,10.5,4067,3772,295,andalusia health,andalusia,andalusia regional hospital,andalusia,-86.494549112,31.295795325,849 SOUTH THREE NOTCH STREET,http://www.andalusiaregionalhospital.com,(334) 222-8466
273,MO- ST LOUIS,140289,Anderson Hospital,Maryville,IL,,261,86.8,0.8,70806,31059,15075,12392,2859,6306,1543,747,825,12333,6243,2114,912,751,2313,27161,15.6,1738,0.7,0.9,0.8,6306,48.3,131,0.9,0.7,1.2,42.8,14.6,4.6,10,28.3,56.1,24.1,10,9.4,1.1,38,9.4,3.5,1.2,2.2,5.9,10.4,21.9,10.7,8.8,1.2,4.8,19.5,17,69,24.7,60.6,12.7,3547,3312,235,anderson hospital,maryville,anderson hospital,maryville,-89.946707681,38.7367705780001,6800 STATE ROUTE 162,http://www.andersonhospital.org,(618) 288-5711
260,MS- MERIDIAN,250104,Anderson Regional Medical Center,Meridian,MS,,430,91.1,1,75541,29499,18078,13388,5573,5676,1863,1004,459,16185,5385,2162,891,924,6823,25436,16,1591,0.7,0.9,0.8,5798,65.1,89,0.8,1,0.8,43.8,25.9,8,17.9,17.9,51.8,25.9,10.8,10.3,1,43.4,9.4,5.9,2.1,3.8,3.5,9.6,32.1,12.7,12.6,1,13.7,27.3,22.1,50.6,24.1,64.1,12.9,5102,4779,323,anderson regional medical center,meridian,anderson regional medical center,meridian,-88.700070038,32.3711547390001,2124 14TH STREET,http://www.jarmc.org,(601) 553-6000
309,NC- ASHEVILLE,341326,Angel Medical Center,Franklin,NC,HCA Healthcare,112,85.1,0.5,66075,27618,12624,9374,3605,5563,2464,4036,791,10891,4133,1732,650,616,3760,25271,13.6,1860,0.7,0.8,0.9,4543,30.7,148,0.6,0.5,1.4,37.2,17.3,4.4,12.9,20,62.4,16.1,3.4,9,0.4,34.4,7.8,3.4,1.2,2.2,4.4,12.2,11.1,2.8,7.2,0.4,7.3,14.9,-99999,69.5,22.6,28.7,8.3,3855,2740,1115,angel medical center,franklin,angel medical center,franklin,-83.3786889199999,35.184661416,120 RIVERVIEW STREET,http://www.angelmed.org,(828) 524-8411
368,SC- GREENVILLE,420027,Anmed Health Medical Center,Anderson,SC,AnMed Health,603,95.2,0.9,82952,31621,19844,16081,3592,8090,2160,976,588,17473,5770,2664,862,832,7345,28058,16.7,1677,0.7,0.9,0.8,5795,62,93,0.8,0.9,0.9,45.8,27.7,6.7,21,18.1,61.8,30.3,11.2,14.7,0.8,44.7,10,6.4,1.8,4.6,3.7,9.6,30.2,11.5,15.8,0.7,7.8,20.2,18.3,67.7,31.9,58.6,13.3,5096,4804,291,anmed health medical center,anderson,anmed health medical center,anderson,-82.6464867509999,34.511484239,800 N FANT ST,http://www.anmedhealth.org,(864) 512-1109
227,MA- BOSTON,220029,Anna Jaques Hospital,Newburyport,MA,Beth Israel Lahey Health,236,83.1,1.1,107257,44614,19682,23350,7589,8276,2483,528,736,16331,8341,2551,1241,800,3398,39731,20.7,1920,1.1,1.1,0.9,8354,67.1,124,1.2,1,1.2,56.7,10.5,7.8,2.7,46.2,87.6,33.9,12,15.1,0.8,49,13.1,2.9,2.2,0.7,10.2,15.2,32.7,12.8,15.3,0.8,11.1,18.3,12.8,67.8,25.6,74.4,18.3,4831,4670,161,anna jaques hospital,newburyport,anna jaques hospital,newburyport,-70.8910999999999,42.8144,25 HIGHLAND AVENUE,http://www.ajh.org,(978) 463-1010
113,DC- WASHINGTON,210023,Anne Arundel Medical Center,Annapolis,MD,,959,87.8,0.9,93935,43982,24613,11396,5235,5427,1422,835,1024,17183,7518,3315,1925,1099,3326,39616,17.5,2263,1.1,1,1.1,7556,59.6,127,1.1,0.9,1.2,48,6.5,3.6,2.9,41.4,59.4,29.6,13.4,10.2,1.3,39.4,11,1.7,1,0.7,9.3,11.2,28.8,13.8,10.3,1.3,10.5,20.5,12.4,62.7,20.8,75.2,18.4,5145,4897,248,anne arundel medical center,annapolis,anne arundel medical center,annapolis,-76.5346124329999,38.98992672,2001 MEDICAL PARKWAY,http://www.aahs.org,(443) 481-1307
56,CA- LOS ANGELES,50056,Antelope Valley Hospital,Lancaster,CA,,229,90,1.1,112798,55076,16308,23230,4510,9036,1968,1920,749,21084,8107,4548,1661,985,5783,49113,18.7,2621,1.3,1,1.3,8150,71.8,113,1.1,1.1,1.1,51.3,41.2,7,34.2,10.2,98.6,35.9,15.2,14.5,1.1,52.3,11.1,9.1,1.7,7.4,2,14.9,34.9,17.9,13.3,1.3,6.3,39.4,34.8,45.2,25.3,60.1,12.5,6953,6371,581,antelope valley hospital,lancaster,antelope valley hospital,lancaster,-118.158826024,34.6882689760001,1600 WEST AVENUE J,http://www.avhospital.org,NOT AVAILABLE
446,WI- APPLETON,520160,Appleton Medical Center,Appleton,WI,"ThedaCare, Inc.",220,89.5,0.5,67777,26100,25124,6718,2223,5572,972,521,545,12816,3781,2123,994,763,5156,24037,11,2186,0.6,0.6,1.1,3795,36.3,105,0.5,0.5,1,30.1,3.9,3.5,0.4,26.2,43,18,8.2,5.6,1.5,25.3,6.5,1.1,1,0.1,5.4,7.1,16.3,6.3,4.3,1.5,4.7,16.1,10.8,74.6,23.2,51.3,10.7,3858,3699,159,appleton medical center,appleton,newton medical center,newton,-97.332904228,38.0229694440001,600 MEDICAL CENTER DRIVE,http://www.newtonmedicalcenter.com,(316) 283-2700
356,PA- PHILADELPHIA,390115,Aria - Jefferson Health,Philadelphia,PA,Jefferson Health,420,85.8,1.3,99551,48385,19562,15407,6680,5927,1717,1070,801,21118,8794,3216,1041,988,7078,42372,21.4,1980,1.1,1.2,1,8796,83.2,106,1.2,1.3,1,58.6,42.3,7.3,34.9,16.4,64.8,36.1,17,12.2,1.4,58.2,12.3,8.9,1.9,7,3.4,10.3,39.3,20.1,10.7,1.9,11.5,24.7,21.9,60.2,22.1,73.3,18.8,6447,6115,331,aria  jefferson health,philadelphia,thomas jefferson university hospital,philadelphia,-75.157946045,39.9497083750001,111 SOUTH 11TH STREET,http://www.jeffersonhospital.org,(215) 955-4164
19,AR- LITTLE ROCK,40134,Arkansas Heart Hospital,Little Rock,AR,,174,78.4,0.7,66189,33611,16657,8308,2958,2084,1149,778,644,13192,4847,2626,981,1122,3616,30094,14.5,2078,0.8,0.8,1,4965,48.6,102,0.7,0.7,0.9,39.7,27.7,5.7,22,12,26.5,22.1,11.1,6.5,1.7,39.5,9.4,6.7,1.3,5.4,2.7,4.9,23.4,12.8,7.2,1.8,9.7,25.1,21.9,48.5,15,61.5,12.9,4419,4124,294,arkansas heart hospital,little rock,arkansas heart hospital,little rock,-92.393276959,34.7391732040001,1701 SOUTH SHACKLEFORD ROAD,http://www.arheart.com/,(501) 219-7000
18,AR- JONESBORO,40039,Arkansas Methodist Med Ctr,Paragould,AR,,133,82.9,0.9,71336,28953,14304,17723,3334,3103,2553,839,526,11939,5603,1683,809,851,2994,25408,18,1413,0.7,1,0.7,6139,59.6,103,0.9,0.9,1,49.3,12.1,10.7,1.4,37.2,67.5,27.8,8.2,14.7,0.6,45.3,11.1,3,2.8,0.2,8.1,10.8,28.3,9.7,16,0.6,6.9,30.6,24,51.2,15.2,48.1,10.5,3341,3062,279,arkansas methodist med ctr,paragould,arkansas methodist medical center,paragould,-90.498457036,36.0519443060001,900 WEST KINGSHIGHWAY,http://www.arkansasmethodist.org,(870) 239-7000
300,NY- ELMIRA,330090,Arnot Ogden Medical Center,Elmira,NY,Arnot Health,282,91.9,0.9,74267,33573,19028,12223,3404,3340,1525,825,350,10677,5671,1712,841,453,2002,30427,17.6,1727,0.8,1,0.8,5677,53.7,106,0.8,0.8,1,48.3,10.8,7.4,3.3,37.5,63.7,23.5,8.9,10.1,0.9,42.6,10.2,2.6,2,0.7,7.5,11.2,24.6,8.7,9.7,0.9,6.7,29,17.3,32.3,13.2,66.4,13.9,3360,3106,253,arnot ogden medical center,elmira,arnot ogden medical center,elmira,-76.827759865,42.100149419,600 ROE AVE,http://www.arnothealth.org/arnot-ogden-medical-center,(607) 737-4230
